habitaciones;ba�os;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;porteria_recepcion;Zonas Verdes;salon comunal;balcon;Barra estilo americano;Calentador;Chimenea;citofono;Cocina Integral;Terraza;Vigilancia;parques;Estudio;Patio;deposito;nombre;ubicacion;precio
4;5;4;134;134;6;Excelente;9 a 15 años;1450000;7313432,84;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Oriental;980000000
2;1;1;57;0;4;Excelente;menor a 1 año;No definida;8245614,04;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Quinta Paredes;470000000
3;2;1;90;81;4;No definida;9 a 15 años;507000;4555555,56;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;410000000
3;3;4;203;0;6;Excelente;16 a 30 años;1750000;8472906,4;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó Reservado;1720000000
4;4;3;153;153;6;Excelente;9 a 15 años;920000;5555555,56;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000
2;2;1;72;0;3;No definida;9 a 15 años;100000;4861111,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colon;350000000
2;2;1;96;0;3;Bueno;9 a 15 años;180000;3541666,67;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Casa;El Cortijo;340000000
2;1;0;43;38;2;No definida;1 a 8 años;199000;4186046,51;1;0;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Las flores;180000000
7;3;3;392;140;3;No definida;16 a 30 años;No definida;2040816,33;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Casa;Castilla;800000000
2;1;0;72;72;3;Bueno;16 a 30 años;No definida;3611111,11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Alamos;260000000
2;3;1;74;74;4;Excelente;1 a 8 años;338000;6773449,17;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;499000000
3;2;1;100;100;3;Bueno;16 a 30 años;189000;3280000;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;Casa;Alamos;328000000
3;3;2;147;0;6;Bueno;16 a 30 años;1100000;5102040,82;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;San Patricio;750000000
2;3;2;90;0;6;No definida;9 a 15 años;570000;7222222,22;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;650000000
4;5;2;195;195;5;Excelente;1 a 8 años;530000;5641025,64;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Gilmar;1100000000
3;2;1;68;63;3;No definida;9 a 15 años;286000;5588235,29;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Lusitania;380000000
6;7;1;241;0;4;No definida;más de 30 años;No definida;3522821,58;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;Casa;San fernando;849000000
3;3;1;85;0;4;Excelente;16 a 30 años;371000;3764705,88;0;1;0;0;1;1;0;0;1;1;1;1;0;1;0;1;0;1;Casa;Suba la Campiña;320000000
10;7;3;529;529;3;No definida;más de 30 años;No definida;1474480,15;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;Casa;Puente Aranda;780000000
3;2;2;84;80;3;Excelente;menor a 1 año;130000;4454761,9;1;1;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;Apartamento;Paris;374200000
4;5;3;231;225;6;Excelente;16 a 30 años;1205000;6926406,93;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;Ingemar oriental i;1600000000
2;1;1;66;0;5;No definida;16 a 30 años;No definida;6439393,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;425000000
5;5;3;240;0;4;Excelente;16 a 30 años;No definida;4995833,33;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;Casa;La Esmeralda;1199000000
3;1;0;57;57;3;No definida;más de 30 años;90000;3771929,82;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Barrancas norte;215000000
2;2;1;85;85;4;Excelente;16 a 30 años;428000;4588235,29;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Rincón del Chicó;390000000
3;3;2;94;94;5;No definida;9 a 15 años;No definida;6542553,19;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Nicolas de Federman;615000000
1;2;1;57;0;6;No definida;9 a 15 años;484000;9122807,02;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;520000000
3;3;2;132;0;3;Bueno;más de 30 años;No definida;4015151,52;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Castilla;530000000
3;3;2;115;100;6;Excelente;más de 30 años;486000;5217391,3;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Santa barbara;600000000
3;3;2;134;0;5;Excelente;1 a 8 años;450000;5895522,39;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;790000000
3;2;1;84;80;3;Excelente;menor a 1 año;130000;4045238,1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Paris;339800000
4;3;2;126;126;4;Bueno;16 a 30 años;65000;3968253,97;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;Casa;Suba la Campiña;500000000
5;5;3;225;195;4;No definida;9 a 15 años;No definida;3866666,67;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;Casa;Normandía;870000000
1;2;1;70;75;6;Excelente;16 a 30 años;630000;7428571,43;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;Apartamento;Santa Bárbara Central;520000000
2;1;0;45;40;2;Bueno;9 a 15 años;44000;2555555,56;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;Casa;Bosa Porvenir;115000000
3;1;0;42;0;3;No definida;9 a 15 años;65000;3095238,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Molinos;130000000
3;3;2;137;137;6;Bueno;más de 30 años;640000;5218978,1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Chicó;715000000
3;3;1;137;0;6;No definida;más de 30 años;550000;5036496,35;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Chicó Alto;690000000
3;2;1;88;88;4;No definida;9 a 15 años;327700;5159090,91;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Fontibón;454000000
5;5;5;250;1100;4;No definida;más de 30 años;No definida;22000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;5500000000
6;4;1;155;155;2;Bueno;9 a 15 años;No definida;2516129,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Fontanar del río;390000000
4;3;1;93;93;4;Remodelado;16 a 30 años;530000;6255392,58;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Ciudad salitre;580000000
3;3;3;153;153;5;Excelente;16 a 30 años;850000;5228758,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Occidental;800000000
5;4;2;270;270;3;No definida;9 a 15 años;No definida;2000000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;Casa;Nueva Delicias;540000000
2;2;1;86;79;4;No definida;1 a 8 años;340000;4626708,73;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Barrancas norte;396000000
2;2;1;50;50;4;No definida;9 a 15 años;321700;6600000;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Las Américas;330000000
3;4;2;93;93;5;Excelente;16 a 30 años;No definida;5376344,09;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;Apartamento;Puente Largo;500000000
3;3;2;134;134;6;Excelente;16 a 30 años;650000;5895522,39;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Chicó Alto;790000000
3;2;1;78;75;3;Excelente;1 a 8 años;230000;4615384,62;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Pinos de Lombardia;360000000
3;3;2;111;107;5;No definida;9 a 15 años;566000;5990990,99;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Pasadena;665000000
3;3;1;93;0;6;Bueno;16 a 30 años;320000;4962243,8;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;Apartamento;Cedritos;460000000
2;1;0;31;0;3;No definida;No definida;No definida;4677419,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Calvo Sur;145000000
2;3;1;73;73;5;No definida;más de 30 años;369000;5068493,15;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Alhambra;370000000
3;2;1;82;82;4;No definida;1 a 8 años;364000;6085365,85;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Capellania;499000000
2;1;0;45;45;4;No definida;9 a 15 años;258700;5333333,33;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Marly;240000000
3;4;2;176;164;6;Excelente;16 a 30 años;870000;5568181,82;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;980000000
3;1;1;60;0;3;No definida;16 a 30 años;191000;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Club los lagartos;270000000
4;3;3;400;400;5;Excelente;9 a 15 años;750000;4125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San José de Bavaria;1650000000
4;1;0;54;51;3;Excelente;9 a 15 años;115000;3037037,04;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;Casa;Lijacá;164000000
3;2;1;77;0;3;Excelente;1 a 8 años;195000;3766233,77;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Castilla;290000000
6;4;1;250;160;6;Bueno;16 a 30 años;No definida;2880000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;San Antonio;720000000
3;3;0;130;0;3;Bueno;más de 30 años;No definida;4769230,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Villas de Granada;620000000
7;3;1;180;180;2;No definida;9 a 15 años;10;1644444,44;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;Casa;El tabor;296000000
3;2;1;87;83;4;No definida;16 a 30 años;440000;4498269,9;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Caobos salazar;390000000
4;3;2;213;213;6;Bueno;más de 30 años;1640000;4507042,25;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Apartamento;Chicó Reservado;960000000
3;2;1;69;0;4;No definida;9 a 15 años;200000;5072463,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ferrocaja fontibon;350000000
3;2;0;65;51;3;No definida;9 a 15 años;110000;3384615,38;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;Apartamento;Minuto de Dios;220000000
1;2;1;62;0;4;No definida;No definida;380000;6209677,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Belmira;385000000
6;3;1;180;120;3;No definida;16 a 30 años;No definida;2944444,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Camelia;530000000
3;2;2;68;65;5;No definida;menor a 1 año;670000;7500000;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Pasadena;510000000
3;2;2;102;90;4;Excelente;9 a 15 años;460000;6833824,98;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Ciudad Salitre;695000000
3;2;1;85;85;3;No definida;9 a 15 años;130000;3529411,76;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;Apartamento;El cortijo;300000000
3;2;1;74;72;4;Excelente;16 a 30 años;250000;4729729,73;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Hayuelos;350000000
3;2;2;180;180;5;Bueno;16 a 30 años;400000;3722222,22;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Maranta;670000000
4;4;4;752;752;6;Bueno;16 a 30 años;498000;5053191,49;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;Casa;Usaquén;3800000000
3;2;0;100;100;3;No definida;No definida;No definida;2680000;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Casa;Nueva Castilla;268000000
3;3;2;99;99;4;No definida;1 a 8 años;340000;5555555,56;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;El plan;550000000
3;5;3;213;217;6;Excelente;16 a 30 años;1550000;10575296,11;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;La cabrera;2250000000
2;3;2;176;0;6;Excelente;16 a 30 años;1000000;4829545,45;1;0;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;Apartamento;Chicó Alto;850000000
3;3;2;123;123;5;No definida;16 a 30 años;738000;6097560,98;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Prados de la calleja;750000000
3;3;1;110;98;4;Excelente;9 a 15 años;340000;4363636,36;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;1;Casa;Alameda;480000000
3;2;1;64;0;4;Bueno;16 a 30 años;270000;7221350,08;1;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Ciudad salitre;460000000
3;2;1;59;0;3;No definida;1 a 8 años;145000000;3305084,75;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;Apartamento;El ensueno;195000000
4;3;0;100;0;3;Bueno;más de 30 años;No definida;3000000;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;Casa;Villas de Granada;300000000
2;2;2;90;90;5;No definida;16 a 30 años;420000;5000000;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;Apartamento;Colina Campestre;450000000
3;2;2;96;85;5;Excelente;16 a 30 años;342000;5156250;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;495000000
2;2;1;68;64;4;Bueno;1 a 8 años;No definida;5367647,06;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Hayuelos;365000000
4;2;1;72;0;3;Bueno;9 a 15 años;160000;3472222,22;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;Casa;La Campiña;250000000
3;1;0;43;43;3;No definida;1 a 8 años;113000;4050925,93;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Tibabita;175000000
3;4;3;250;250;6;No definida;más de 30 años;570000;7000000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Cedritos;1750000000
10;8;2;246;246;3;No definida;16 a 30 años;No definida;3247967,48;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;Casa;Los Pinos;799000000
3;3;1;120;119;5;No definida;16 a 30 años;430000;4166666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Maranta;500000000
2;2;1;54;51;3;No definida;1 a 8 años;110000;4629629,63;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Quirigua;250000000
2;1;0;47;42;3;No definida;1 a 8 años;145000;4042553,19;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;Apartamento;Tibabita;190000000
3;1;0;55;0;3;Excelente;16 a 30 años;105000;3072727,27;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Ciudadela Cafam;169000000
2;2;1;73;64;6;No definida;1 a 8 años;873000;8376464,18;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Antiguo country;615000000
3;2;1;67;0;4;Bueno;más de 30 años;440000;4626865,67;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;310000000
3;3;2;118;107;4;No definida;9 a 15 años;457000;4915254,24;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Canapro;580000000
3;2;0;54;54;4;Excelente;9 a 15 años;211000;5185185,19;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;La Felicidad;280000000
4;3;0;100;0;3;Bueno;más de 30 años;No definida;3000000;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;Casa;Villas de Granada;300000000
3;1;0;45;0;2;Bueno;16 a 30 años;No definida;3111111,11;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Ciudad Tintal;140000000
3;2;2;102;90;4;Excelente;9 a 15 años;460000;6833824,98;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Ciudad Salitre;695000000
4;3;0;280;0;3;Excelente;16 a 30 años;No definida;1142857,14;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
4;4;2;264;264;5;Bueno;más de 30 años;836000;5303030,3;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;Apartamento;NICOLÁS DE FEDERMÁN;1400000000
5;4;3;290;270;5;Bueno;16 a 30 años;No definida;4137931,03;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;Casa;Alhambra;1200000000
3;3;2;113;113;4;Excelente;16 a 30 años;350000;4734513,27;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;Casa;Mazurén;535000000
3;3;2;180;180;6;Bueno;más de 30 años;700000;5277777,78;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Chico navarra;950000000
2;3;2;94;80;4;No definida;9 a 15 años;499000;5957446,81;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;Apartamento;Belmira;560000000
2;2;2;83;83;6;Excelente;9 a 15 años;800000;6626506,02;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Molinos Norte;550000000
3;5;3;198;198;5;Bueno;1 a 8 años;973000;6565656,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;1300000000
3;3;1;120;119;5;No definida;16 a 30 años;430000;4166666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Maranta;500000000
3;3;2;105;105;4;No definida;9 a 15 años;490000;6666666,67;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Apartamento;Belmira;700000000
1;2;2;68;68;6;No definida;9 a 15 años;No definida;7647058,82;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Chicó Norte;520000000
3;2;2;97;97;4;Remodelado;16 a 30 años;430000;4742268,04;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;Apartamento;Cedritos;460000000
3;3;1;110;98;4;Excelente;9 a 15 años;340000;4363636,36;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;1;Casa;Alameda;480000000
3;2;0;100;100;3;No definida;No definida;No definida;2680000;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Casa;Nueva Castilla;268000000
4;2;1;97;97;4;Bueno;9 a 15 años;260000;4305666,45;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;Casa;Ferrocaja fontibon;415927379
2;2;1;50;50;3;Excelente;16 a 30 años;No definida;5100000;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los alamos;255000000
4;2;1;117;106;4;No definida;9 a 15 años;460000;6153846,15;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Normandía;720000000
2;2;1;123;112;6;Bueno;más de 30 años;643000;3414634,15;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;Apartamento;Chicó Reservado;420000000
2;2;2;79;73;5;Excelente;9 a 15 años;850000;6772151,9;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;Apartamento;Santa Paula;535000000
2;1;0;37;37;3;No definida;1 a 8 años;88000;5918918,92;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Gilmar;219000000
3;2;1;70;70;4;Excelente;9 a 15 años;200000;4857142,86;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;Colina Campestre;340000000
2;2;1;45;42;3;Excelente;1 a 8 años;80000;5022222,22;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Villemar;226000000
2;2;2;109;0;6;No definida;16 a 30 años;687000;4486238,53;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Chicó;489000000
7;4;1;300;300;3;Bueno;más de 30 años;No definida;3833333,33;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Casa;Teusaquillo;1150000000
3;2;1;82;0;4;Bueno;16 a 30 años;No definida;4695121,95;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;zona norte;385000000
15;10;5;600;0;5;No definida;1 a 8 años;200000;2750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Paramo;1650000000
7;5;0;300;0;3;No definida;9 a 15 años;No definida;1666666,67;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Casa;Kennedy;500000000
4;2;1;100;0;3;Remodelado;9 a 15 años;120000;2600000;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;Apartamento;Centro;260000000
2;2;1;58;0;3;No definida;menor a 1 año;380000;5911583,28;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;San jose del prado;345000000
4;4;2;190;0;5;No definida;16 a 30 años;1300000;6315789,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico norte;1200000000
4;5;3;404;370;6;Excelente;16 a 30 años;2916000;10891089,11;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Refugio;4400000000
2;3;1;111;99;5;No definida;1 a 8 años;636000;5585585,59;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Lisboa;620000000
3;2;2;99;99;4;No definida;más de 30 años;145000;5353535,35;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;Apartamento;Modelia;530000000
3;2;1;101;0;5;Bueno;9 a 15 años;650000;5742574,26;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Pasadena;580000000
3;3;2;168;168;6;Bueno;más de 30 años;1104000;7321428,57;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;1230000000
2;3;2;152;150;6;Excelente;1 a 8 años;970000;9861842,11;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;1499000000
3;3;2;164;164;6;Bueno;más de 30 años;1081000;6707317,07;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1100000000
3;4;2;240;240;6;Excelente;16 a 30 años;2000000;7083333,33;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;Apartamento;Chico alto;1700000000
3;3;2;150;0;4;No definida;16 a 30 años;350000;5333333,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Ferrocaja fontibon;800000000
3;3;1;75;75;4;No definida;9 a 15 años;260000;4666666,67;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Guacani;350000000
3;2;1;58;58;3;Bueno;más de 30 años;268000;4137931,03;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Apartamento;Britalia;240000000
1;2;1;77;71;4;Bueno;1 a 8 años;424000;7142857,14;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Centro Internacional;550000000
3;2;1;80;76;4;No definida;16 a 30 años;No definida;5375000;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Ciudad salitre;430000000
3;3;2;132;132;5;Bueno;más de 30 años;905000;5151515,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Puente largo;680000000
2;1;1;55;53;3;Bueno;16 a 30 años;No definida;4818181,82;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Carlos Lleras;265000000
3;4;3;171;0;6;Excelente;9 a 15 años;1300000;9941520,47;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1700000000
2;2;1;75;68;4;Bueno;1 a 8 años;400000;7200000;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;540000000
2;3;2;85;0;6;Bueno;9 a 15 años;No definida;6117647,06;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Unicentro Bogotá;520000000
2;1;0;42;42;2;Bueno;1 a 8 años;No definida;2619047,62;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Bosa;110000000
4;5;8;340;3100;6;Bueno;16 a 30 años;340000;6176470,59;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;Casa;Guaymaral;2100000000
3;2;0;59;59;4;Excelente;9 a 15 años;202000;4915254,24;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Felicidad;290000000
1;2;1;54;0;4;No definida;1 a 8 años;282100;6481481,48;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Caobos salazar;350000000
4;3;2;191;191;4;Excelente;16 a 30 años;No definida;4282722,51;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;Casa;La liberia;818000000
3;2;2;84;0;3;No definida;1 a 8 años;200000;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Favidi;420000000
1;2;1;55;55;6;No definida;1 a 8 años;350000;8000000;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;Apartamento;Santa Bárbara;440000000
2;1;1;49;0;3;No definida;16 a 30 años;No definida;5918367,35;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Tabora;290000000
3;1;0;60;60;3;No definida;1 a 8 años;No definida;4250000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Rionegro;255000000
3;2;2;96;96;4;No definida;9 a 15 años;No definida;4989583,33;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Suba;479000000
